AccessionNum	Gene	Allele	ImageNum	Hyperlink	Caption	Taxon	PhenotypicCategory	AbbrevForSolgenes	Description
LA2838	pro	--	438	http://tgrc.ucdavis.edu/images/LA2838A,-ai-LA3611.jpg	Whole plant.of incomplete anthocyanin (ai); Accession(s): LA2838; [photo C.M. Jones]	L. esculentum	J	Leaf form and size	Leaf form and size
LA2838	pro	--	438	http://tgrc.ucdavis.edu/images/LA2838A,-ai-LA3611.jpg	Whole plant.of incomplete anthocyanin (ai); Accession(s): LA2838; [photo C.M. Jones]	L. esculentum	Z	Precocious development	Precocious development
LA2838	pro	--	439	http://tgrc.ucdavis.edu/images/LA2838A,-atv-LA3736.jpg	Whole plant.of atroviolacium (atv); Accession(s): LA2838; [photo C.M. Jones]	L. esculentum	J	Leaf form and size	Leaf form and size
LA2838	pro	--	439	http://tgrc.ucdavis.edu/images/LA2838A,-atv-LA3736.jpg	Whole plant.of atroviolacium (atv); Accession(s): LA2838; [photo C.M. Jones]	L. esculentum	Z	Precocious development	Precocious development
LA2838	pro	--	440	http://tgrc.ucdavis.edu/images/LA2838A,-bu-LA2918.jpg	Whole plant of bushy (bu); Accession(s): LA2838; [photo C.M. Jones]	L. esculentum	J	Leaf form and size	Leaf form and size
LA2838	pro	--	440	http://tgrc.ucdavis.edu/images/LA2838A,-bu-LA2918.jpg	Whole plant of bushy (bu); Accession(s): LA2838; [photo C.M. Jones]	L. esculentum	Z	Precocious development	Precocious development
LA2838	pro	--	441	http://tgrc.ucdavis.edu/images/LA2838A,-Cu-LA3740.jpg	Whole plant of Curl (Cu); Accession(s): LA2838; [photo C.M. Jones]	L. esculentum	J	Leaf form and size	Leaf form and size
LA2838	pro	--	441	http://tgrc.ucdavis.edu/images/LA2838A,-Cu-LA3740.jpg	Whole plant of Curl (Cu); Accession(s): LA2838; [photo C.M. Jones]	L. esculentum	Z	Precocious development	Precocious development
LA2838	pro	--	442	http://tgrc.ucdavis.edu/images/LA2838A,-dpy-LA3171.jpg	Whole plant of dumpy (dpy); Accession(s): LA2838; [photo C.M. Jones]	L. esculentum	J	Leaf form and size	Leaf form and size
LA2838	pro	--	442	http://tgrc.ucdavis.edu/images/LA2838A,-dpy-LA3171.jpg	Whole plant of dumpy (dpy); Accession(s): LA2838; [photo C.M. Jones]	L. esculentum	Z	Precocious development	Precocious development
LA2838	pro	--	443	http://tgrc.ucdavis.edu/images/LA2838A,-Pds-LA0813.jpg	Whole plant of phosphorus deficiency syndrome (pds); Accession(s): LA2838; [photo C.M. Jones]	L. esculentum	J	Leaf form and size	Leaf form and size
LA2838	pro	--	443	http://tgrc.ucdavis.edu/images/LA2838A,-Pds-LA0813.jpg	Whole plant of phosphorus deficiency syndrome (pds); Accession(s): LA2838; [photo C.M. Jones]	L. esculentum	Z	Precocious development	Precocious development
LA2896	pct	--	972	http://tgrc.ucdavis.edu/images/pct-LA2896-whole-plant.jpg	Whole plant of LA2896 pct [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA2896	pct	--	972	http://tgrc.ucdavis.edu/images/pct-LA2896-whole-plant.jpg	Whole plant of LA2896 pct [photo: Carl M. Jones].	L. esculentum	K	Plant habit and size	Plant habit and size
LA2896	pct	--	972	http://tgrc.ucdavis.edu/images/pct-LA2896-whole-plant.jpg	Whole plant of LA2896 pct [photo: Carl M. Jones].	L. esculentum	L	Flower form and color	Flower form and color
LA2896	pct	--	972	http://tgrc.ucdavis.edu/images/pct-LA2896-whole-plant.jpg	Whole plant of LA2896 pct [photo: Carl M. Jones].	L. esculentum	M	Inflorescence	Inflorescence (exclusive of L)
LA2896	pct	--	972	http://tgrc.ucdavis.edu/images/pct-LA2896-whole-plant.jpg	Whole plant of LA2896 pct [photo: Carl M. Jones].	L. esculentum	S	Seed	Seed
LA2916	vg	--	87	http://tgrc.ucdavis.edu/images/unfruitfulness.gif	Cytogenetic causes of unfruitfulness observed in tomato, including mutant diploids as (asynaptic), ms (male-sterile), dl (dialytic; LA3724), and vg (vegetative; LA2916), triploids and haploids. Meiosis & pollen stainability represented. [photo C.M Rick]	L. esculentum	L	Flower form and color	Flower form and color
LA2916	vg	--	87	http://tgrc.ucdavis.edu/images/unfruitfulness.gif	Cytogenetic causes of unfruitfulness observed in tomato, including mutant diploids as (asynaptic), ms (male-sterile), dl (dialytic; LA3724), and vg (vegetative; LA2916), triploids and haploids. Meiosis & pollen stainability represented. [photo C.M Rick]	L. esculentum	N	Sterility	Sterility: any condition leading to partial or complete unfruitfulness
LA2918	bu	--	53	http://tgrc.ucdavis.edu/images/bu.GIF	Whole plant of bu (bushy; LA2918). [photo C.M. Rick]	L. esculentum	J	Leaf form and size	Leaf form and size
LA2918	bu	--	53	http://tgrc.ucdavis.edu/images/bu.GIF	Whole plant of bu (bushy; LA2918). [photo C.M. Rick]	L. esculentum	K	Plant habit and size	Plant habit and size
LA2918	bu	--	53	http://tgrc.ucdavis.edu/images/bu.GIF	Whole plant of bu (bushy; LA2918). [photo C.M. Rick]	L. esculentum	M	Inflorescence	Inflorescence (exclusive of L)
LA2918	bu	--	54	http://tgrc.ucdavis.edu/images/fru.GIF	Plant with fruit of bu (bushy; LA2918) with fruits. [photo H. Stubbe, Kulturpflanze 5: 200]	L. esculentum	J	Leaf form and size	Leaf form and size
LA2918	bu	--	54	http://tgrc.ucdavis.edu/images/fru.GIF	Plant with fruit of bu (bushy; LA2918) with fruits. [photo H. Stubbe, Kulturpflanze 5: 200]	L. esculentum	K	Plant habit and size	Plant habit and size
LA2918	bu	--	54	http://tgrc.ucdavis.edu/images/fru.GIF	Plant with fruit of bu (bushy; LA2918) with fruits. [photo H. Stubbe, Kulturpflanze 5: 200]	L. esculentum	M	Inflorescence	Inflorescence (exclusive of L)
LA2918	bu	--	223	http://tgrc.ucdavis.edu/images/TGC.covers.gif	Line drawings of leaf mutants represented on early TGC covers of gh (ghost; LA0295), bu (bushy; LA2918), tf (trifoliate; LA0512), w-4 (wiry-4; 2-237), e (entire; LA2922), Lpg (Lapageria; LA3739), sf (solanifolia; LA3674). [photo C.M. Rick]	L. esculentum	J	Leaf form and size	Leaf form and size
LA2918	bu	--	223	http://tgrc.ucdavis.edu/images/TGC.covers.gif	Line drawings of leaf mutants represented on early TGC covers of gh (ghost; LA0295), bu (bushy; LA2918), tf (trifoliate; LA0512), w-4 (wiry-4; 2-237), e (entire; LA2922), Lpg (Lapageria; LA3739), sf (solanifolia; LA3674). [photo C.M. Rick]	L. esculentum	K	Plant habit and size	Plant habit and size
LA2918	bu	--	223	http://tgrc.ucdavis.edu/images/TGC.covers.gif	Line drawings of leaf mutants represented on early TGC covers of gh (ghost; LA0295), bu (bushy; LA2918), tf (trifoliate; LA0512), w-4 (wiry-4; 2-237), e (entire; LA2922), Lpg (Lapageria; LA3739), sf (solanifolia; LA3674). [photo C.M. Rick]	L. esculentum	M	Inflorescence	Inflorescence (exclusive of L)
la2919	cm	--	609	http://tgrc.ucdavis.edu/images/cm-la2919-flwrs.jpg	Flowers of curly mottled (cm); Accession(s): LA2919; [photo C.M. Jones]	L. esculentum	G	Variegation	Variegation, flecking or striping
la2919	cm	--	609	http://tgrc.ucdavis.edu/images/cm-la2919-flwrs.jpg	Flowers of curly mottled (cm); Accession(s): LA2919; [photo C.M. Jones]	L. esculentum	J	Leaf form and size	Leaf form and size
la2919	cm	--	609	http://tgrc.ucdavis.edu/images/cm-la2919-flwrs.jpg	Flowers of curly mottled (cm); Accession(s): LA2919; [photo C.M. Jones]	L. esculentum	N	Sterility	Sterility: any condition leading to partial or complete unfruitfulness
la2919	cm	--	609	http://tgrc.ucdavis.edu/images/cm-la2919-flwrs.jpg	Flowers of curly mottled (cm); Accession(s): LA2919; [photo C.M. Jones]	L. esculentum	O	Fruit form and texture	Fruit form and surface texture
la2919	cm	--	610	http://tgrc.ucdavis.edu/images/cm-la2919-fruit.jpg	Fruit of curly mottled (cm); Accession(s): LA2919; [photo C.M. Jones]	L. esculentum	G	Variegation	Variegation, flecking or striping
la2919	cm	--	610	http://tgrc.ucdavis.edu/images/cm-la2919-fruit.jpg	Fruit of curly mottled (cm); Accession(s): LA2919; [photo C.M. Jones]	L. esculentum	J	Leaf form and size	Leaf form and size
la2919	cm	--	610	http://tgrc.ucdavis.edu/images/cm-la2919-fruit.jpg	Fruit of curly mottled (cm); Accession(s): LA2919; [photo C.M. Jones]	L. esculentum	N	Sterility	Sterility: any condition leading to partial or complete unfruitfulness
la2919	cm	--	610	http://tgrc.ucdavis.edu/images/cm-la2919-fruit.jpg	Fruit of curly mottled (cm); Accession(s): LA2919; [photo C.M. Jones]	L. esculentum	O	Fruit form and texture	Fruit form and surface texture
la2919	cm	--	611	http://tgrc.ucdavis.edu/images/cm-la2919-infl.jpg	Inflorescence of curly mottled (cm); Accession(s): LA2919; [photo C.M. Jones]	L. esculentum	G	Variegation	Variegation, flecking or striping
la2919	cm	--	611	http://tgrc.ucdavis.edu/images/cm-la2919-infl.jpg	Inflorescence of curly mottled (cm); Accession(s): LA2919; [photo C.M. Jones]	L. esculentum	J	Leaf form and size	Leaf form and size
la2919	cm	--	611	http://tgrc.ucdavis.edu/images/cm-la2919-infl.jpg	Inflorescence of curly mottled (cm); Accession(s): LA2919; [photo C.M. Jones]	L. esculentum	N	Sterility	Sterility: any condition leading to partial or complete unfruitfulness
la2919	cm	--	611	http://tgrc.ucdavis.edu/images/cm-la2919-infl.jpg	Inflorescence of curly mottled (cm); Accession(s): LA2919; [photo C.M. Jones]	L. esculentum	O	Fruit form and texture	Fruit form and surface texture
la2919	cm	--	612	http://tgrc.ucdavis.edu/images/cm-la2919.jpg	Whole plant of curly mottled (cm); Accession(s): LA2919; [photo C.M. Jones]	L. esculentum	G	Variegation	Variegation, flecking or striping
la2919	cm	--	612	http://tgrc.ucdavis.edu/images/cm-la2919.jpg	Whole plant of curly mottled (cm); Accession(s): LA2919; [photo C.M. Jones]	L. esculentum	J	Leaf form and size	Leaf form and size
la2919	cm	--	612	http://tgrc.ucdavis.edu/images/cm-la2919.jpg	Whole plant of curly mottled (cm); Accession(s): LA2919; [photo C.M. Jones]	L. esculentum	N	Sterility	Sterility: any condition leading to partial or complete unfruitfulness
la2919	cm	--	612	http://tgrc.ucdavis.edu/images/cm-la2919.jpg	Whole plant of curly mottled (cm); Accession(s): LA2919; [photo C.M. Jones]	L. esculentum	O	Fruit form and texture	Fruit form and surface texture
LA2920	def-2	--	40	http://tgrc.ucdavis.edu/images/def-2_a.GIF	Whole plant of def-2 (deformis; LA2920). [photo C.M. Rick]	L. esculentum	J	Leaf form and size	Leaf form and size
LA2920	def-2	--	40	http://tgrc.ucdavis.edu/images/def-2_a.GIF	Whole plant of def-2 (deformis; LA2920). [photo C.M. Rick]	L. esculentum	L	Flower form and color	Flower form and color
LA2920	def-2	--	40	http://tgrc.ucdavis.edu/images/def-2_a.GIF	Whole plant of def-2 (deformis; LA2920). [photo C.M. Rick]	L. esculentum	N	Sterility	Sterility: any condition leading to partial or complete unfruitfulness
LA2920	def-2	--	41	http://tgrc.ucdavis.edu/images/def-2_b.GIF	Shoots of def-2 (deformis; LA2920) [photo C.M. Rick]	L. esculentum	J	Leaf form and size	Leaf form and size
LA2920	def-2	--	41	http://tgrc.ucdavis.edu/images/def-2_b.GIF	Shoots of def-2 (deformis; LA2920) [photo C.M. Rick]	L. esculentum	L	Flower form and color	Flower form and color
LA2920	def-2	--	41	http://tgrc.ucdavis.edu/images/def-2_b.GIF	Shoots of def-2 (deformis; LA2920) [photo C.M. Rick]	L. esculentum	N	Sterility	Sterility: any condition leading to partial or complete unfruitfulness
LA2922	e	--	75	http://tgrc.ucdavis.edu/images/e.GIF	Whole plant of e (entire; LA2922). [photo C.M. Rick]	L. esculentum	J	Leaf form and size	Leaf form and size
LA2922	e	--	76	http://tgrc.ucdavis.edu/images/e_a.gif	Leaves of e (entire; LA2922). [photo R.T. Chetelat]	L. esculentum	J	Leaf form and size	Leaf form and size
LA2922	e	--	223	http://tgrc.ucdavis.edu/images/TGC.covers.gif	Line drawings of leaf mutants represented on early TGC covers of gh (ghost; LA0295), bu (bushy; LA2918), tf (trifoliate; LA0512), w-4 (wiry-4; 2-237), e (entire; LA2922), Lpg (Lapageria; LA3739), sf (solanifolia; LA3674). [photo C.M. Rick]	L. esculentum	J	Leaf form and size	Leaf form and size
LA2922	e	--	395	http://tgrc.ucdavis.edu/images/e-LA2922,-LA-2838A.jpg	Leaf of entire (e); Accession(s): LA2922; [photo C.M. Jones]	L. esculentum	J	Leaf form and size	Leaf form and size
LA2922	e	--	396	http://tgrc.ucdavis.edu/images/e-LA2922.jpg	Whole plant of entire (e); Accession(s): LA2922; [photo C.M. Jones]	L. esculentum	J	Leaf form and size	Leaf form and size
LA2922	e	--	620	http://tgrc.ucdavis.edu/images/e-la2922-.jpg	Leaves of (e); Accession(s): LA2922; [photo C.M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA2922	e	--	688	http://tgrc.ucdavis.edu/images/sf,c,e,la-LA3674,LA3168,LA2922,LA0355-leaf mutations.jpg	Leaves of solanifolia (sf), potato leaf (c), entire (e), Lanceolate (la); Accession(s): LA3674, LA3168, LA2922, LA0355; [photo C.M. Jones]	L. esculentum	J	Leaf form and size	Leaf form and size
LA2923	lyr	--	99	http://tgrc.ucdavis.edu/images/TGC.covers2.gif	Line drawings of leaf mutants represented on early TGC covers of bip (bipinnata; LA3765), dpy (dumpy; LA3171), clau^ff (clausa^ff; 2-505), lyr (lyrate, LA2923), tp (tripinnate leaf, LA3184), ven (venosa; LA3564). [photo C.M. Rick]	L. esculentum	J	Leaf form and size	Leaf form and size
LA2923	lyr	--	99	http://tgrc.ucdavis.edu/images/TGC.covers2.gif	Line drawings of leaf mutants represented on early TGC covers of bip (bipinnata; LA3765), dpy (dumpy; LA3171), clau^ff (clausa^ff; 2-505), lyr (lyrate, LA2923), tp (tripinnate leaf, LA3184), ven (venosa; LA3564). [photo C.M. Rick]	L. esculentum	N	Sterility	Sterility: any condition leading to partial or complete unfruitfulness
LA2923	lyr	--	99	http://tgrc.ucdavis.edu/images/TGC.covers2.gif	Line drawings of leaf mutants represented on early TGC covers of bip (bipinnata; LA3765), dpy (dumpy; LA3171), clau^ff (clausa^ff; 2-505), lyr (lyrate, LA2923), tp (tripinnate leaf, LA3184), ven (venosa; LA3564). [photo C.M. Rick]	L. esculentum	O	Fruit form and texture	Fruit form and surface texture
LA2923	lyr	--	169	http://tgrc.ucdavis.edu/images/lyr_a.GIF	Whole plant of normal (+) versus lyr (lyrate; LA2923). [photo C.M. Rick]	L. esculentum	J	Leaf form and size	Leaf form and size
LA2923	lyr	--	169	http://tgrc.ucdavis.edu/images/lyr_a.GIF	Whole plant of normal (+) versus lyr (lyrate; LA2923). [photo C.M. Rick]	L. esculentum	N	Sterility	Sterility: any condition leading to partial or complete unfruitfulness
LA2923	lyr	--	169	http://tgrc.ucdavis.edu/images/lyr_a.GIF	Whole plant of normal (+) versus lyr (lyrate; LA2923). [photo C.M. Rick]	L. esculentum	O	Fruit form and texture	Fruit form and surface texture
LA2923	lyr	--	170	http://tgrc.ucdavis.edu/images/lyr_b.GIF	Whole plant of lyr (lyrate; LA2923). [photo C.M. Rick]	L. esculentum	J	Leaf form and size	Leaf form and size
LA2923	lyr	--	170	http://tgrc.ucdavis.edu/images/lyr_b.GIF	Whole plant of lyr (lyrate; LA2923). [photo C.M. Rick]	L. esculentum	N	Sterility	Sterility: any condition leading to partial or complete unfruitfulness
LA2923	lyr	--	170	http://tgrc.ucdavis.edu/images/lyr_b.GIF	Whole plant of lyr (lyrate; LA2923). [photo C.M. Rick]	L. esculentum	O	Fruit form and texture	Fruit form and surface texture
LA2924	lz-2	--	173	http://tgrc.ucdavis.edu/images/lz-2.GIF	Whole plant of lz-2 (lazy-2; LA2924). [photo C.M. Rick]	L. esculentum	K	Plant habit and size	Plant habit and size
LA2924	lz-2	--	1524	http://tgrc.ucdavis.edu/images/lz-2-LA2924-field.jpg	Fruit of lazy (lz), LA2924; [photo C.M. Jones].	L. esculentum	K	Plant habit and size	Plant habit and size
LA2926	yg-3	--	1057	http://tgrc.ucdavis.edu/images/yg-3,NIL-in-AC-LA2926-seedling comp.jpg	Seedling of LA2926 yg-3 compared to cv San Marzano control [photo: Carl M. Jones].	L. esculentum	E	Chl deficient yel-grn	Chlorophyll deficiency: yellow-green
LA2926	yg-3	--	1058	http://tgrc.ucdavis.edu/images/yg-3,NIL-in-AC-LA2926-seedling.jpg	Seedling of LA2926 yg-3 [photo: Carl M. Jones].	L. esculentum	E	Chl deficient yel-grn	Chlorophyll deficiency: yellow-green
LA2927	yg-4	--	1059	http://tgrc.ucdavis.edu/images/yg-4,NIL-in-AC-LA2927-seedling.jpg	Seedling of LA2927 yg-4 [photo: Carl M. Jones].	L. esculentum	E	Chl deficient yel-grn	Chlorophyll deficiency: yellow-green
LA2927	yg-4	--	1059	http://tgrc.ucdavis.edu/images/yg-4,NIL-in-AC-LA2927-seedling.jpg	Seedling of LA2927 yg-4 [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA2928	yg-5	--	1060	http://tgrc.ucdavis.edu/images/yg-5,NIL-in-AC-LA2928-seedling.jpg	Seedling of LA2928 yg-5 [photo: Carl M. Jones].	L. esculentum var. cerasiforme	E	Chl deficient yel-grn	Chlorophyll deficiency: yellow-green
LA2928	yg-5	--	1061	http://tgrc.ucdavis.edu/images/yg-5-LA2928-field-comp.jpg	Plants of LA2928 yg-5 in field [photo: Carl M. Jones].	L. esculentum var. cerasiforme	E	Chl deficient yel-grn	Chlorophyll deficiency: yellow-green
LA2928	yg-5	--	1062	http://tgrc.ucdavis.edu/images/yg-5-LA2928-flowers.jpg	Flowers of LA2928 yg-5 [photo: Carl M. Jones].	L. esculentum var. cerasiforme	E	Chl deficient yel-grn	Chlorophyll deficiency: yellow-green
LA2928	yg-5	--	1063	http://tgrc.ucdavis.edu/images/yg-5-LA2928-whole-plant.jpg	Whole plant of LA2928 yg-5 [photo: Carl M. Jones].	L. esculentum var. cerasiforme	E	Chl deficient yel-grn	Chlorophyll deficiency: yellow-green
LA2929	au	6	91	http://tgrc.ucdavis.edu/images/au^6.GIF	Whole plant with fruit of au^6 (aurea^6; LA2929). [photo C.M. Rick]	L. esculentum	B	Chl deficient white	Chlorophyll deficiency: white or whitish
LA2929	au	6	91	http://tgrc.ucdavis.edu/images/au^6.GIF	Whole plant with fruit of au^6 (aurea^6; LA2929). [photo C.M. Rick]	L. esculentum	C	Chl deficient yellow	Chlorophyll deficiency: yellow or yellowish
LA2929	au	6	92	http://trgc.ucdavis.edu/images/au^yg-6.GIF	Leaves of au^6 (aurea^6; LA2929). [photo R.T Chetelat]	L. esculentum	B	Chl deficient white	Chlorophyll deficiency: white or whitish
LA2929	au	6	92	http://trgc.ucdavis.edu/images/au^yg-6.GIF	Leaves of au^6 (aurea^6; LA2929). [photo R.T Chetelat]	L. esculentum	C	Chl deficient yellow	Chlorophyll deficiency: yellow or yellowish
LA2929	au	6	795	http://tgrc.ucdavis.edu/images/au^6,NIL-in-AC-LA2929-seedling.jpg	Seedling of LA2929 au^6 [photo: Carl M. Jones].	L. esculentum	B	Chl deficient white	Chlorophyll deficiency: white or whitish
LA2929	au	6	795	http://tgrc.ucdavis.edu/images/au^6,NIL-in-AC-LA2929-seedling.jpg	Seedling of LA2929 au^6 [photo: Carl M. Jones].	L. esculentum	C	Chl deficient yellow	Chlorophyll deficiency: yellow or yellowish
LA2996A	Del	--	1504	http://tgrc.ucdavis.edu/images/B^og,hp-1,sp,Del,B,t^v,t,u-LA3771,LA3802,LA2996A,LA0316,LA0351,LA3250-fruit-comp.jpg	Fruit of Beta-carotene/ old gold (B^og),  high pigment-1 (hp-1), self-pruning (sp), Delta (Del), Beta-carotene (B), tangerine/ virescent (t^v),  and uniform ripening (u), (LA3771, LA3802, LA2996A, LA0316, LA0351, LA3250); [photo C.M. Jones].	L. esculentum	P	Fruit color and flavor	Fruit color and flavor, ripening modification
LA2996A	Del	--	1505	http://tgrc.ucdavis.edu/images/B^og,hp-1,sp,Del-LA3771,LA3802,LA2996A-fruit	Fruit of Beta-carotene/ old gold (B^og),  high pigment-1 (hp-1), self-pruning (sp),  (LA3771, LA3802, LA2996A); [photo C.M. Jones].	L. esculentum	P	Fruit color and flavor	Fruit color and flavor, ripening modification
LA2996A	Del	--	1509	http://tgrc.ucdavis.edu/images/Del-LA2996A-fruit.jpg	Fruit of Delta (Del),  (LA2996A); [photo C.M. Jones].	L. esculentum	P	Fruit color and flavor	Fruit color and flavor, ripening modification
LA2996A	Del	--	1510	http://tgrc.ucdavis.edu/images/gf,r,y,at,u,Del,B,t^v,t-LA3811,LA3381,LA3373,LA2996A,LA0316,LA0351,LA3250-fruit comp.jpg	Fruit of apricot (at), green flesh (gf), yellow flesh (r), apricot (at), Delta (Del), Beta-carotene (B), tangerine/ virescent (t^v),  (LA3811, LA3381, LA3373, LA2996A, LA0316, LA0351, LA3250); [photo C.M. Jones].	L. esculentum	P	Fruit color and flavor	Fruit color and flavor, ripening modification
LA2997	r	--	205	http://tgrc.ucdavis.edu/images/fruit.color1.gif	Ripe fruit of several fruit color mutants: r (yellow fruit flesh; LA2997), y (colorless fruit epidermis; LA3189), r and y double mutant, and nonmutant control (+). [photo C.M. Rick]	L. esculentum	P	Fruit color and flavor	Fruit color and flavor, ripening modification
LA2998	at	--	88	http://tgrc.ucdavis.edu/images/at.gif	Flowers of normal (+) versus at (apricot; LA2998). [photo C.M. Rick]	L. esculentum	L	Flower form and color	Flower form and color
